family,hypothesis,direction,threshold_band,horizon_label,symbol,decision_day,mfe_R,mae_R,trading_day
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-06-18,9.854801610120765,1.6748131109833124,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-06-22,8.642356024978804,8.488165908565254,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-06-23,10.932391296177975,6.993874253072274,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-07-21,18.164360628292883,5.224284799842427,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-07-22,19.05987135081642,3.0974764967837802,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-08-03,0.9659806803863942,8.840823183536331,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-08-04,4.103389319118991,4.254249220557165,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-08-05,2.9220118102219557,5.538586845856239,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTC,2026-08-06,6.821069090198381,5.120687970292186,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTU,2026-05-29,13.294951284322401,7.226158842633605,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTU,2026-06-01,11.713350309203342,0.7730083666787958,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTU,2026-07-07,7.092452627431318,6.028584733316611,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTU,2026-07-13,0.6508702647360061,10.45414655550679,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTU,2026-07-14,3.4892211404728872,5.0312934631432435,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTU,2026-07-17,2.4719415405055742,3.7376315513443576,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTU,2026-07-20,0.4638880959177888,10.66228946617185,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTU,2026-07-24,1.7256715536750897,10.511987930073145,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTU,2026-07-27,0.6312759624505304,10.208353776207758,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTU,2026-07-28,3.081732916480562,7.490588910865826,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTU,2026-07-29,4.248613212304577,4.371533030761475,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,INTU,2026-07-30,1.1645324957719283,6.6763308367560485,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,ISRG,2026-05-20,7.150300870676029,0.30591320133122873,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,ISRG,2026-06-05,4.687185676926172,1.9678843172754912,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,ISRG,2026-06-08,4.4236656620072585,2.249804210076659,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,ISRG,2026-06-09,5.018749557793442,0.5164972524232914,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,ISRG,2026-07-02,5.986967570466051,3.4760916699694517,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,ISRG,2026-07-06,8.21457185778668,1.0242636682296171,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,ISRG,2026-07-07,11.55508821123963,0.12150952214044601,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,ISRG,2026-07-27,5.212038303693573,2.8317373461012374,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,ISRG,2026-07-28,4.1512774757577,4.297907070036388,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,ISRG,2026-08-05,0.5751277318567203,8.332664580156765,
FAMILY_B_MULTIDAY,REVERSAL,SHORT,loose,5D,ISRG,2026-08-07,0.3269697289315497,6.787258727982282,
