task,window,winner_size_group,N,symbols,entry_time_buckets,exit_reasons,gross_total_R,mean_R,holding_minutes_median,stop_risk_pct_median,cost_R_median,median_price_vs_sma200_pct,median_sma200_slope20_pct,trend_aligned_rate,median_atr_pct_1m,median_atr_pct_15m,median_atr_pct_60m,median_15m_threshold_depth,median_60m_threshold_depth,regime_ready_rate,regime_eligible_rate
Task54,W2,LOSS_OR_FLAT,3,AVGO|INTC,MID|OPEN,STOP,-3.0,-1.0,10.0,0.2924041661707874,0.34149239124928205,1.5456815543856806,1.5406149884445552,1.0,0.31644385633338523,0.8243312950207261,1.0027220188547772,0.4953312950207261,0.16372201885477722,1.0,1.0
Task54,W2,SMALL_WIN,1,AMAT,MID,SIGNAL_EXIT,0.7613267316190341,0.7613267316190341,77.0,0.7008843613567549,0.14305755204174236,5.182299925000899,1.6467386153260044,1.0,0.09066449394029148,0.5504004031688227,0.8571126138822787,0.22140040316882265,0.018112613882278694,1.0,1.0
Task54,W2,VERY_LARGE_WIN,1,LRCX,OPEN,SIGNAL_EXIT,7.063386676485419,7.063386676485419,306.0,0.5551966509926737,0.18364805358862107,0.5650887283942696,0.6499547019443552,1.0,0.3730105719490999,0.8880529140613683,0.9917912413917117,0.5590529140613683,0.15279124139171174,1.0,1.0
Task54,W3,LARGE_WIN,3,AMAT|STX,MID,END_OF_SESSION,9.843653113038624,3.281217704346208,208.0,0.3348311241586774,0.3003960649434658,1.2662524625280724,0.6316278803503161,1.0,0.20853386926289597,1.0446073477877946,1.6438810092537288,0.7156073477877947,0.8048810092537289,1.0,1.0
Task54,W3,LOSS_OR_FLAT,12,AMAT|AMD|AMZN|AVGO|INTU|LRCX|MU|PANW|QCOM|TSLA,MID|OPEN,STOP,-12.0,-1.0,7.5,0.6369745100083826,0.15737935504916833,4.757426374378603,1.2844176586820133,1.0,0.22310668074456336,0.9427512488692137,1.4179318222713293,0.6137512488692137,0.5789318222713293,1.0,1.0
Task54,W3,MEDIUM_WIN,2,AMAT|KLAC,MID,END_OF_SESSION|SIGNAL_EXIT,3.0062875118669714,1.5031437559334857,87.5,0.6595302815879818,0.1806742175067914,1.1292410725907032,0.4197239934604968,1.0,0.24045958180683408,0.6729707661869808,0.940186955867041,0.3439707661869808,0.10118695586704113,1.0,1.0
Task54,W3,SMALL_WIN,1,AMAT,OPEN,SIGNAL_EXIT,0.8704496788008531,0.8704496788008531,98.0,1.1010515395859761,0.09125749464668174,1.4472702187218633,0.7199434323268639,1.0,0.29306180891580286,0.8426199321459944,1.4039828268609316,0.5136199321459944,0.5649828268609316,1.0,1.0
Task54,W3,VERY_LARGE_WIN,3,INTC|QCOM|TXN,MID,END_OF_SESSION|SIGNAL_EXIT,22.986758190622673,7.662252730207558,169.0,0.460749349730073,0.22094456335682683,8.594939299488802,2.333438624112416,1.0,0.31205807759264464,1.3322012270827817,1.8318604705400694,1.0032012270827817,0.9928604705400694,1.0,1.0
Task56,H1_early,LOSS_OR_FLAT,10,AMAT|INTC|KLAC|LRCX|PANW|VRTX,MID|OPEN,END_OF_SESSION|STOP,-7.514866469184749,-0.7514866469184749,37.5,0.22896870221921622,0.43677571061762543,3.8396291455908615,1.1395994161824796,1.0,0.1184574608856436,0.6032555378332147,1.0841562413388015,0.27425553783321466,0.24515624133880143,1.0,1.0
Task56,H1_early,SMALL_WIN,3,AMAT|AMD|INTC,CLOSE|MID,END_OF_SESSION|SIGNAL_EXIT,1.5314410281085866,0.5104803427028622,161.0,1.7615696310514128,0.05713801452784451,3.6585471193515406,0.8472442330295316,1.0,0.13741499548059624,0.6461512860566706,1.1321170886568013,0.3171512860566706,0.2931170886568013,1.0,1.0
Task56,H2_middle,LARGE_WIN,1,STX,OPEN,SIGNAL_EXIT,3.240699238009925,3.240699238009925,119.0,0.7284957428223793,0.1388895114298542,5.910759496477702,1.3821819731811624,1.0,0.5465692213099977,0.8965013826162117,1.0772539562271957,0.5675013826162116,0.2382539562271957,1.0,1.0
Task56,H2_middle,LOSS_OR_FLAT,5,AMD|INTU|LRCX,MID|OPEN,END_OF_SESSION|STOP,-2.481505473217588,-0.4963010946435176,66.0,1.8097980894827301,0.05515824782608641,1.720797312415745,0.37632433956318323,1.0,0.23011540844089662,0.8408115209310861,1.082993420055795,0.5118115209310861,0.24399342005579494,1.0,1.0
Task56,H2_middle,SMALL_WIN,3,AMAT|INTU|STX,MID,END_OF_SESSION|SIGNAL_EXIT,1.4950857186782351,0.4983619062260784,219.0,0.5256460410174908,0.1906411462788662,2.6616844262158823,1.2423118466787342,1.0,0.1714342325180027,0.8102339223293817,1.4883444228799523,0.4812339223293817,0.6493444228799523,1.0,1.0
Task56,H2_middle,VERY_LARGE_WIN,1,BKNG,CLOSE,END_OF_SESSION,5.467750550323512,5.467750550323512,30.0,0.30303605878486456,0.33272760737749657,0.822180987658383,0.46566217551737843,1.0,0.14858310492996976,0.5557276804832072,0.9746759873064244,0.22672768048320718,0.13567598730642438,1.0,1.0
Task56,H3_late,LARGE_WIN,3,ADI|META|VRTX,MID|OPEN,SIGNAL_EXIT,7.6801541215995925,2.5600513738665307,71.0,0.3219465962047279,0.31209084016272354,3.502151147117294,0.9944826422490394,1.0,0.21448937008523566,0.7302666568030213,1.0276573614756277,0.40126665680302126,0.18865736147562773,1.0,1.0
Task56,H3_late,LOSS_OR_FLAT,14,AMAT|AVGO|BKNG|CMCSA|GILD|KLAC|LRCX|MU|PANW|VRTX,MID|OPEN,END_OF_SESSION|SIGNAL_EXIT|STOP,-11.88984733467755,-0.8492748096198249,25.0,0.5671673475559373,0.1765898427029895,2.0405940921969012,0.8122766640177859,1.0,0.17078461151434088,0.7381107422496012,1.137646914434447,0.4091107422496012,0.2986469144344469,1.0,1.0
Task56,H3_late,MEDIUM_WIN,1,PANW,MID,END_OF_SESSION,1.9293478260870176,1.9293478260870176,128.0,0.3303411131059099,0.3036820652174048,2.3390177802750545,0.2553213411300881,1.0,0.08349207772430468,0.54537596270326,0.9301573052952813,0.21637596270326004,0.09115730529528132,1.0,1.0
Task56,H3_late,SMALL_WIN,3,ADBE|INTU|VRTX,MID,END_OF_SESSION|SIGNAL_EXIT,1.2643758191350116,0.4214586063783372,128.0,1.3346802583647235,0.075005160550458,1.1134964192653918,0.280079920211751,1.0,0.10241129680612189,0.5669734394951662,0.9642214039752939,0.2379734394951662,0.1252214039752939,1.0,1.0
